transactionId,fanId,matchId,numberOfTickets,totalAmount,status,mechanism,createdAt,durationMs
TXN00003289,FAN_SIM_288,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,27
TXN00003292,FAN_SIM_291,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,27
TXN00003293,FAN_SIM_292,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,26
TXN00003291,FAN_SIM_290,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,28
TXN00003271,FAN_SIM_270,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,66
TXN00003259,FAN_SIM_258,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,78
TXN00003294,FAN_SIM_293,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,29
TXN00003280,FAN_SIM_279,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,60
TXN00003295,FAN_SIM_294,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,30
TXN00003296,FAN_SIM_295,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,29
TXN00003297,FAN_SIM_296,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,28
TXN00003301,FAN_SIM_300,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,26
TXN00003300,FAN_SIM_299,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,29
TXN00003278,FAN_SIM_277,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,70
TXN00003298,FAN_SIM_297,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,33
TXN00003303,FAN_SIM_302,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,30
TXN00003305,FAN_SIM_304,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,25
TXN00003304,FAN_SIM_303,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,25
TXN00003306,FAN_SIM_305,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,26
TXN00003287,FAN_SIM_286,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,61
TXN00003279,FAN_SIM_278,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,84
TXN00003285,FAN_SIM_284,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,71
TXN00003286,FAN_SIM_285,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,72
TXN00003308,FAN_SIM_307,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,31
TXN00003317,FAN_SIM_316,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,21
TXN00003313,FAN_SIM_312,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,26
TXN00003314,FAN_SIM_313,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,25
TXN00003318,FAN_SIM_317,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,23
TXN00003315,FAN_SIM_314,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,30
TXN00003005,FAN_SIM_3,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,950
TXN00003320,FAN_SIM_319,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,26
TXN00003322,FAN_SIM_321,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,25
TXN00003319,FAN_SIM_318,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,26
TXN00003325,FAN_SIM_324,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,22
TXN00003324,FAN_SIM_323,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,23
TXN00003321,FAN_SIM_320,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,30
TXN00003290,FAN_SIM_289,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,86
TXN00003299,FAN_SIM_298,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,73
TXN00003316,FAN_SIM_315,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,45
TXN00003058,FAN_SIM_57,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,958
TXN00003310,FAN_SIM_309,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,52
TXN00003302,FAN_SIM_301,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,74
TXN00003330,FAN_SIM_329,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,26
TXN00003329,FAN_SIM_328,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,28
TXN00003307,FAN_SIM_306,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,69
TXN00003332,FAN_SIM_331,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,31
TXN00003326,FAN_SIM_325,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,26
TXN00003312,FAN_SIM_311,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,70
TXN00003335,FAN_SIM_334,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,26
TXN00003341,FAN_SIM_340,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,24
TXN00003339,FAN_SIM_338,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,27
TXN00003311,FAN_SIM_310,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,77
TXN00003334,FAN_SIM_333,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,35
TXN00003346,FAN_SIM_345,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,27
TXN00003342,FAN_SIM_341,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,34
TXN00003347,FAN_SIM_346,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,29
TXN00003056,FAN_SIM_24,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,993
TXN00003323,FAN_SIM_322,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,68
TXN00003046,FAN_SIM_44,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,997
TXN00003338,FAN_SIM_337,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,44
TXN00003349,FAN_SIM_348,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,57
TXN00003340,FAN_SIM_339,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,77
TXN00003327,FAN_SIM_326,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,101
TXN00003348,FAN_SIM_347,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,81
TXN00003061,FAN_SIM_26,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,1051
TXN00003059,FAN_SIM_58,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,1050
TXN00003353,FAN_SIM_352,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,72
TXN00003333,FAN_SIM_332,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,104
TXN00003351,FAN_SIM_350,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,75
TXN00003355,FAN_SIM_354,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,72
TXN00003356,FAN_SIM_355,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,70
TXN00003352,FAN_SIM_351,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,81
TXN00003344,FAN_SIM_343,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,101
TXN00003361,FAN_SIM_360,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,70
TXN00003359,FAN_SIM_358,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,70
TXN00003328,FAN_SIM_327,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,128
TXN00003358,FAN_SIM_357,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,72
TXN00003331,FAN_SIM_330,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,124
TXN00003354,FAN_SIM_353,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,81
TXN00003362,FAN_SIM_361,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,67
TXN00003357,FAN_SIM_356,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,73
TXN00003363,FAN_SIM_362,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,64
TXN00003364,FAN_SIM_363,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,34
TXN00003309,FAN_SIM_308,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,158
TXN00003337,FAN_SIM_336,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,111
TXN00003336,FAN_SIM_335,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,111
TXN00003343,FAN_SIM_342,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,105
TXN00003345,FAN_SIM_344,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,106
TXN00003350,FAN_SIM_349,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,92
TXN00003360,FAN_SIM_359,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,70
TXN00003365,FAN_SIM_364,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,33
TXN00003006,FAN_SIM_7,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,1090
TXN00003371,FAN_SIM_370,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,41
TXN00003367,FAN_SIM_366,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,42
TXN00003366,FAN_SIM_365,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,56
TXN00003375,FAN_SIM_374,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,36
TXN00003369,FAN_SIM_368,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,44
TXN00003372,FAN_SIM_371,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,36
TXN00003373,FAN_SIM_372,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,43
TXN00003374,FAN_SIM_373,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,40
TXN00003380,FAN_SIM_379,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,31
TXN00003378,FAN_SIM_377,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,32
TXN00003377,FAN_SIM_376,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,38
TXN00003393,FAN_SIM_392,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,33
TXN00003391,FAN_SIM_390,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,34
TXN00003387,FAN_SIM_386,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,35
TXN00003385,FAN_SIM_384,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,36
TXN00003394,FAN_SIM_393,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,36
TXN00003368,FAN_SIM_367,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,59
TXN00003384,FAN_SIM_383,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,50
TXN00003376,FAN_SIM_375,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,62
TXN00003389,FAN_SIM_388,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,54
TXN00003386,FAN_SIM_385,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,55
TXN00003388,FAN_SIM_387,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,60
TXN00003382,FAN_SIM_381,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,54
TXN00003381,FAN_SIM_380,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,56
TXN00003379,FAN_SIM_378,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,55
TXN00003392,FAN_SIM_391,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,60
TXN00003370,FAN_SIM_369,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,75
TXN00003402,FAN_SIM_401,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,30
TXN00003383,FAN_SIM_382,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,56
TXN00003403,FAN_SIM_402,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,31
TXN00003409,FAN_SIM_408,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,27
TXN00003404,FAN_SIM_404,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,30
TXN00003406,FAN_SIM_405,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,29
TXN00003410,FAN_SIM_409,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,29
TXN00003407,FAN_SIM_406,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,31
TXN00003399,FAN_SIM_398,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,39
TXN00003401,FAN_SIM_400,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,38
TXN00003390,FAN_SIM_389,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,78
TXN00003397,FAN_SIM_396,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,53
TXN00003405,FAN_SIM_403,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,59
TXN00003400,FAN_SIM_399,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,64
TXN00003395,FAN_SIM_394,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,71
TXN00003423,FAN_SIM_423,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,26
TXN00003411,FAN_SIM_410,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,57
TXN00003412,FAN_SIM_411,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,52
TXN00003416,FAN_SIM_415,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,29
TXN00003425,FAN_SIM_425,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,29
TXN00003426,FAN_SIM_426,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,29
TXN00003427,FAN_SIM_427,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,32
TXN00003424,FAN_SIM_424,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,33
TXN00003433,FAN_SIM_432,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,24
TXN00003415,FAN_SIM_414,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,41
TXN00003417,FAN_SIM_417,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,44
TXN00003419,FAN_SIM_419,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,44
TXN00003431,FAN_SIM_431,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,44
TXN00003418,FAN_SIM_418,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,45
TXN00003432,FAN_SIM_416,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,44
TXN00003396,FAN_SIM_395,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,88
TXN00003398,FAN_SIM_397,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,92
TXN00003436,FAN_SIM_435,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,27
TXN00003428,FAN_SIM_428,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,57
TXN00003055,FAN_SIM_54,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,1193
TXN00003439,FAN_SIM_438,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,30
TXN00003435,FAN_SIM_434,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,37
TXN00003420,FAN_SIM_420,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,63
TXN00003442,FAN_SIM_441,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,29
TXN00003443,FAN_SIM_442,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,30
TXN00003441,FAN_SIM_440,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,31
TXN00003414,FAN_SIM_413,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,74
TXN00003438,FAN_SIM_437,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,36
TXN00003421,FAN_SIM_421,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,64
TXN00003444,FAN_SIM_443,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,30
TXN00003429,FAN_SIM_429,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,70
TXN00003430,FAN_SIM_430,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,72
TXN00003413,FAN_SIM_412,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,89
TXN00003408,FAN_SIM_407,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,107
TXN00003445,FAN_SIM_444,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,43
TXN00003464,FAN_SIM_463,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,22
TXN00003460,FAN_SIM_459,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,24
TXN00003457,FAN_SIM_456,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,25
TXN00003459,FAN_SIM_458,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,25
TXN00003461,FAN_SIM_460,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,27
TXN00003467,FAN_SIM_466,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,22
TXN00003469,FAN_SIM_468,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,49
TXN00003462,FAN_SIM_461,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,58
TXN00003463,FAN_SIM_462,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,59
TXN00003470,FAN_SIM_469,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,59
TXN00003466,FAN_SIM_465,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,76
TXN00003458,FAN_SIM_457,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,93
TXN00003020,FAN_SIM_37,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,1295
TXN00003012,FAN_SIM_5,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,1296
TXN00003053,FAN_SIM_23,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,1293
TXN00003043,FAN_SIM_42,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,1294
TXN00003471,FAN_SIM_470,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,83
TXN00003454,FAN_SIM_453,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,106
TXN00003456,FAN_SIM_455,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,100
TXN00003468,FAN_SIM_467,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,88
TXN00003434,FAN_SIM_433,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,146
TXN00003475,FAN_SIM_474,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,75
TXN00003465,FAN_SIM_464,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,100
TXN00003472,FAN_SIM_471,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,87
TXN00003477,FAN_SIM_476,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,77
TXN00003437,FAN_SIM_436,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,142
TXN00003476,FAN_SIM_475,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,78
TXN00003422,FAN_SIM_422,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,169
TXN00003473,FAN_SIM_472,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,81
TXN00003447,FAN_SIM_446,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,125
TXN00003448,FAN_SIM_447,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,126
TXN00003453,FAN_SIM_452,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,115
TXN00003478,FAN_SIM_477,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,75
TXN00003483,FAN_SIM_482,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,28
TXN00003481,FAN_SIM_480,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,44
TXN00003446,FAN_SIM_445,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,125
TXN00003480,FAN_SIM_479,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,45
TXN00003450,FAN_SIM_449,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,124
TXN00003455,FAN_SIM_454,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,115
TXN00003440,FAN_SIM_439,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,137
TXN00003452,FAN_SIM_451,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,120
TXN00003451,FAN_SIM_450,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,123
TXN00003449,FAN_SIM_448,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,126
TXN00003482,FAN_SIM_481,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,39
TXN00003474,FAN_SIM_473,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,81
TXN00003479,FAN_SIM_478,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,52
TXN00003023,FAN_SIM_41,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,1347
TXN00003484,FAN_SIM_483,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,54
TXN00003490,FAN_SIM_489,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,48
TXN00003491,FAN_SIM_490,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,46
TXN00003486,FAN_SIM_485,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,55
TXN00003502,FAN_SIM_501,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,41
TXN00003497,FAN_SIM_496,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,42
TXN00003495,FAN_SIM_494,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,42
TXN00003488,FAN_SIM_487,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,55
TXN00003500,FAN_SIM_499,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,42
TXN00003494,FAN_SIM_493,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,42
TXN00003496,FAN_SIM_495,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,42
TXN00003485,FAN_SIM_484,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,60
TXN00003492,FAN_SIM_491,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,48
TXN00003499,FAN_SIM_498,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,51
TXN00003498,FAN_SIM_497,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,56
TXN00003516,FAN_SIM_515,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,49
TXN00003513,FAN_SIM_512,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,55
TXN00003503,FAN_SIM_502,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,55
TXN00003519,FAN_SIM_518,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,27
TXN00003517,FAN_SIM_516,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,51
TXN00003515,FAN_SIM_514,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,50
TXN00003013,FAN_SIM_6,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,1392
TXN00003506,FAN_SIM_505,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,81
TXN00003522,FAN_SIM_521,MATCH002,1,500000,FAILED,OPTIMISTIC,2026-07-19 04:51:08,41
