seatId,sectionId,matchId,rowLabel,seatNumber,status,version
SEAT004175,SEC002,MATCH003,T,5,AVAILABLE,0
SEAT004176,SEC002,MATCH003,T,6,AVAILABLE,0
SEAT004177,SEC002,MATCH003,T,7,AVAILABLE,0
SEAT004178,SEC002,MATCH003,T,8,AVAILABLE,0
SEAT004179,SEC002,MATCH003,T,9,AVAILABLE,0
SEAT004180,SEC002,MATCH003,T,10,AVAILABLE,0
SEAT004181,SEC002,MATCH003,T,11,AVAILABLE,0
SEAT004182,SEC002,MATCH003,T,12,AVAILABLE,0
SEAT004183,SEC002,MATCH003,T,13,AVAILABLE,0
SEAT004184,SEC002,MATCH003,T,14,AVAILABLE,0
SEAT004185,SEC002,MATCH003,T,15,AVAILABLE,0
SEAT004186,SEC002,MATCH003,T,16,AVAILABLE,0
SEAT004187,SEC002,MATCH003,T,17,AVAILABLE,0
SEAT004188,SEC002,MATCH003,T,18,AVAILABLE,0
SEAT004189,SEC002,MATCH003,T,19,AVAILABLE,0
SEAT004190,SEC002,MATCH003,T,20,AVAILABLE,0
SEAT004191,SEC002,MATCH003,T,21,AVAILABLE,0
SEAT004192,SEC002,MATCH003,T,22,AVAILABLE,0
SEAT004193,SEC002,MATCH003,T,23,AVAILABLE,0
SEAT004194,SEC002,MATCH003,T,24,AVAILABLE,0
SEAT004195,SEC002,MATCH003,T,25,AVAILABLE,0
SEAT004196,SEC002,MATCH003,T,26,AVAILABLE,0
SEAT004197,SEC002,MATCH003,T,27,AVAILABLE,0
SEAT004198,SEC002,MATCH003,T,28,AVAILABLE,0
SEAT004199,SEC002,MATCH003,T,29,AVAILABLE,0
SEAT004200,SEC002,MATCH003,T,30,AVAILABLE,0
SEAT004201,SEC002,MATCH004,A,1,AVAILABLE,0
SEAT004202,SEC002,MATCH004,A,2,AVAILABLE,0
SEAT004203,SEC002,MATCH004,A,3,AVAILABLE,0
SEAT004204,SEC002,MATCH004,A,4,AVAILABLE,0
SEAT004205,SEC002,MATCH004,A,5,AVAILABLE,0
SEAT004206,SEC002,MATCH004,A,6,AVAILABLE,0
SEAT004207,SEC002,MATCH004,A,7,AVAILABLE,0
SEAT004208,SEC002,MATCH004,A,8,AVAILABLE,0
SEAT004209,SEC002,MATCH004,A,9,AVAILABLE,0
SEAT004210,SEC002,MATCH004,A,10,AVAILABLE,0
SEAT004211,SEC002,MATCH004,A,11,AVAILABLE,0
SEAT004212,SEC002,MATCH004,A,12,AVAILABLE,0
SEAT004213,SEC002,MATCH004,A,13,AVAILABLE,0
SEAT004214,SEC002,MATCH004,A,14,AVAILABLE,0
SEAT004215,SEC002,MATCH004,A,15,AVAILABLE,0
SEAT004216,SEC002,MATCH004,A,16,AVAILABLE,0
SEAT004217,SEC002,MATCH004,A,17,AVAILABLE,0
SEAT004218,SEC002,MATCH004,A,18,AVAILABLE,0
SEAT004219,SEC002,MATCH004,A,19,AVAILABLE,0
SEAT004220,SEC002,MATCH004,A,20,AVAILABLE,0
SEAT004221,SEC002,MATCH004,A,21,AVAILABLE,0
SEAT004222,SEC002,MATCH004,A,22,AVAILABLE,0
SEAT004223,SEC002,MATCH004,A,23,AVAILABLE,0
SEAT004224,SEC002,MATCH004,A,24,AVAILABLE,0
SEAT004225,SEC002,MATCH004,A,25,AVAILABLE,0
SEAT004226,SEC002,MATCH004,A,26,AVAILABLE,0
SEAT004227,SEC002,MATCH004,A,27,AVAILABLE,0
SEAT004228,SEC002,MATCH004,A,28,AVAILABLE,0
SEAT004229,SEC002,MATCH004,A,29,AVAILABLE,0
SEAT004230,SEC002,MATCH004,A,30,AVAILABLE,0
SEAT004231,SEC002,MATCH004,B,1,AVAILABLE,0
SEAT004232,SEC002,MATCH004,B,2,AVAILABLE,0
SEAT004233,SEC002,MATCH004,B,3,AVAILABLE,0
SEAT004234,SEC002,MATCH004,B,4,AVAILABLE,0
SEAT004235,SEC002,MATCH004,B,5,AVAILABLE,0
SEAT004236,SEC002,MATCH004,B,6,AVAILABLE,0
SEAT004237,SEC002,MATCH004,B,7,AVAILABLE,0
SEAT004238,SEC002,MATCH004,B,8,AVAILABLE,0
SEAT004239,SEC002,MATCH004,B,9,AVAILABLE,0
SEAT004240,SEC002,MATCH004,B,10,AVAILABLE,0
SEAT004241,SEC002,MATCH004,B,11,AVAILABLE,0
SEAT004242,SEC002,MATCH004,B,12,AVAILABLE,0
SEAT004243,SEC002,MATCH004,B,13,AVAILABLE,0
SEAT004244,SEC002,MATCH004,B,14,AVAILABLE,0
SEAT004245,SEC002,MATCH004,B,15,AVAILABLE,0
SEAT004246,SEC002,MATCH004,B,16,AVAILABLE,0
SEAT004247,SEC002,MATCH004,B,17,AVAILABLE,0
SEAT004248,SEC002,MATCH004,B,18,AVAILABLE,0
SEAT004249,SEC002,MATCH004,B,19,AVAILABLE,0
SEAT004250,SEC002,MATCH004,B,20,AVAILABLE,0
SEAT004251,SEC002,MATCH004,B,21,AVAILABLE,0
SEAT004252,SEC002,MATCH004,B,22,AVAILABLE,0
SEAT004253,SEC002,MATCH004,B,23,AVAILABLE,0
SEAT004254,SEC002,MATCH004,B,24,AVAILABLE,0
SEAT004255,SEC002,MATCH004,B,25,AVAILABLE,0
SEAT004256,SEC002,MATCH004,B,26,AVAILABLE,0
SEAT004257,SEC002,MATCH004,B,27,AVAILABLE,0
SEAT004258,SEC002,MATCH004,B,28,AVAILABLE,0
SEAT004259,SEC002,MATCH004,B,29,AVAILABLE,0
SEAT004260,SEC002,MATCH004,B,30,AVAILABLE,0
SEAT004261,SEC002,MATCH004,C,1,AVAILABLE,0
SEAT004262,SEC002,MATCH004,C,2,AVAILABLE,0
SEAT004263,SEC002,MATCH004,C,3,AVAILABLE,0
SEAT004264,SEC002,MATCH004,C,4,AVAILABLE,0
SEAT004265,SEC002,MATCH004,C,5,AVAILABLE,0
SEAT004266,SEC002,MATCH004,C,6,AVAILABLE,0
SEAT004267,SEC002,MATCH004,C,7,AVAILABLE,0
SEAT004268,SEC002,MATCH004,C,8,AVAILABLE,0
SEAT004269,SEC002,MATCH004,C,9,AVAILABLE,0
SEAT004270,SEC002,MATCH004,C,10,AVAILABLE,0
SEAT004271,SEC002,MATCH004,C,11,AVAILABLE,0
SEAT004272,SEC002,MATCH004,C,12,AVAILABLE,0
SEAT004273,SEC002,MATCH004,C,13,AVAILABLE,0
SEAT004274,SEC002,MATCH004,C,14,AVAILABLE,0
SEAT004275,SEC002,MATCH004,C,15,AVAILABLE,0
SEAT004276,SEC002,MATCH004,C,16,AVAILABLE,0
SEAT004277,SEC002,MATCH004,C,17,AVAILABLE,0
SEAT004278,SEC002,MATCH004,C,18,AVAILABLE,0
SEAT004279,SEC002,MATCH004,C,19,AVAILABLE,0
SEAT004280,SEC002,MATCH004,C,20,AVAILABLE,0
SEAT004281,SEC002,MATCH004,C,21,AVAILABLE,0
SEAT004282,SEC002,MATCH004,C,22,AVAILABLE,0
SEAT004283,SEC002,MATCH004,C,23,AVAILABLE,0
SEAT004284,SEC002,MATCH004,C,24,AVAILABLE,0
SEAT004285,SEC002,MATCH004,C,25,AVAILABLE,0
SEAT004286,SEC002,MATCH004,C,26,AVAILABLE,0
SEAT004287,SEC002,MATCH004,C,27,AVAILABLE,0
SEAT004288,SEC002,MATCH004,C,28,AVAILABLE,0
SEAT004289,SEC002,MATCH004,C,29,AVAILABLE,0
SEAT004290,SEC002,MATCH004,C,30,AVAILABLE,0
SEAT004291,SEC002,MATCH004,D,1,AVAILABLE,0
SEAT004292,SEC002,MATCH004,D,2,AVAILABLE,0
SEAT004293,SEC002,MATCH004,D,3,AVAILABLE,0
SEAT004294,SEC002,MATCH004,D,4,AVAILABLE,0
SEAT004295,SEC002,MATCH004,D,5,AVAILABLE,0
SEAT004296,SEC002,MATCH004,D,6,AVAILABLE,0
SEAT004297,SEC002,MATCH004,D,7,AVAILABLE,0
SEAT004298,SEC002,MATCH004,D,8,AVAILABLE,0
SEAT004299,SEC002,MATCH004,D,9,AVAILABLE,0
SEAT004300,SEC002,MATCH004,D,10,AVAILABLE,0
SEAT004301,SEC002,MATCH004,D,11,AVAILABLE,0
SEAT004302,SEC002,MATCH004,D,12,AVAILABLE,0
SEAT004303,SEC002,MATCH004,D,13,AVAILABLE,0
SEAT004304,SEC002,MATCH004,D,14,AVAILABLE,0
SEAT004305,SEC002,MATCH004,D,15,AVAILABLE,0
SEAT004306,SEC002,MATCH004,D,16,AVAILABLE,0
SEAT004307,SEC002,MATCH004,D,17,AVAILABLE,0
SEAT004308,SEC002,MATCH004,D,18,AVAILABLE,0
SEAT004309,SEC002,MATCH004,D,19,AVAILABLE,0
SEAT004310,SEC002,MATCH004,D,20,AVAILABLE,0
SEAT004311,SEC002,MATCH004,D,21,AVAILABLE,0
SEAT004312,SEC002,MATCH004,D,22,AVAILABLE,0
SEAT004313,SEC002,MATCH004,D,23,AVAILABLE,0
SEAT004314,SEC002,MATCH004,D,24,AVAILABLE,0
SEAT004315,SEC002,MATCH004,D,25,AVAILABLE,0
SEAT004316,SEC002,MATCH004,D,26,AVAILABLE,0
SEAT004317,SEC002,MATCH004,D,27,AVAILABLE,0
SEAT004318,SEC002,MATCH004,D,28,AVAILABLE,0
SEAT004319,SEC002,MATCH004,D,29,AVAILABLE,0
SEAT004320,SEC002,MATCH004,D,30,AVAILABLE,0
SEAT004321,SEC002,MATCH004,E,1,AVAILABLE,0
SEAT004322,SEC002,MATCH004,E,2,AVAILABLE,0
SEAT004323,SEC002,MATCH004,E,3,AVAILABLE,0
SEAT004324,SEC002,MATCH004,E,4,AVAILABLE,0
SEAT004325,SEC002,MATCH004,E,5,AVAILABLE,0
SEAT004326,SEC002,MATCH004,E,6,AVAILABLE,0
SEAT004327,SEC002,MATCH004,E,7,AVAILABLE,0
SEAT004328,SEC002,MATCH004,E,8,AVAILABLE,0
SEAT004329,SEC002,MATCH004,E,9,AVAILABLE,0
SEAT004330,SEC002,MATCH004,E,10,AVAILABLE,0
SEAT004331,SEC002,MATCH004,E,11,AVAILABLE,0
SEAT004332,SEC002,MATCH004,E,12,AVAILABLE,0
SEAT004333,SEC002,MATCH004,E,13,AVAILABLE,0
SEAT004334,SEC002,MATCH004,E,14,AVAILABLE,0
SEAT004335,SEC002,MATCH004,E,15,AVAILABLE,0
SEAT004336,SEC002,MATCH004,E,16,AVAILABLE,0
SEAT004337,SEC002,MATCH004,E,17,AVAILABLE,0
SEAT004338,SEC002,MATCH004,E,18,AVAILABLE,0
SEAT004339,SEC002,MATCH004,E,19,AVAILABLE,0
SEAT004340,SEC002,MATCH004,E,20,AVAILABLE,0
SEAT004341,SEC002,MATCH004,E,21,AVAILABLE,0
SEAT004342,SEC002,MATCH004,E,22,AVAILABLE,0
SEAT004343,SEC002,MATCH004,E,23,AVAILABLE,0
SEAT004344,SEC002,MATCH004,E,24,AVAILABLE,0
SEAT004345,SEC002,MATCH004,E,25,AVAILABLE,0
SEAT004346,SEC002,MATCH004,E,26,AVAILABLE,0
SEAT004347,SEC002,MATCH004,E,27,AVAILABLE,0
SEAT004348,SEC002,MATCH004,E,28,AVAILABLE,0
SEAT004349,SEC002,MATCH004,E,29,AVAILABLE,0
SEAT004350,SEC002,MATCH004,E,30,AVAILABLE,0
SEAT004351,SEC002,MATCH004,F,1,AVAILABLE,0
SEAT004352,SEC002,MATCH004,F,2,AVAILABLE,0
SEAT004353,SEC002,MATCH004,F,3,AVAILABLE,0
SEAT004354,SEC002,MATCH004,F,4,AVAILABLE,0
SEAT004355,SEC002,MATCH004,F,5,AVAILABLE,0
SEAT004356,SEC002,MATCH004,F,6,AVAILABLE,0
SEAT004357,SEC002,MATCH004,F,7,AVAILABLE,0
SEAT004358,SEC002,MATCH004,F,8,AVAILABLE,0
SEAT004359,SEC002,MATCH004,F,9,AVAILABLE,0
SEAT004360,SEC002,MATCH004,F,10,AVAILABLE,0
SEAT004361,SEC002,MATCH004,F,11,AVAILABLE,0
SEAT004362,SEC002,MATCH004,F,12,AVAILABLE,0
SEAT004363,SEC002,MATCH004,F,13,AVAILABLE,0
SEAT004364,SEC002,MATCH004,F,14,AVAILABLE,0
SEAT004365,SEC002,MATCH004,F,15,AVAILABLE,0
SEAT004366,SEC002,MATCH004,F,16,AVAILABLE,0
SEAT004367,SEC002,MATCH004,F,17,AVAILABLE,0
SEAT004368,SEC002,MATCH004,F,18,AVAILABLE,0
SEAT004369,SEC002,MATCH004,F,19,AVAILABLE,0
SEAT004370,SEC002,MATCH004,F,20,AVAILABLE,0
SEAT004371,SEC002,MATCH004,F,21,AVAILABLE,0
SEAT004372,SEC002,MATCH004,F,22,AVAILABLE,0
SEAT004373,SEC002,MATCH004,F,23,AVAILABLE,0
SEAT004374,SEC002,MATCH004,F,24,AVAILABLE,0
SEAT004375,SEC002,MATCH004,F,25,AVAILABLE,0
SEAT004376,SEC002,MATCH004,F,26,AVAILABLE,0
SEAT004377,SEC002,MATCH004,F,27,AVAILABLE,0
SEAT004378,SEC002,MATCH004,F,28,AVAILABLE,0
SEAT004379,SEC002,MATCH004,F,29,AVAILABLE,0
SEAT004380,SEC002,MATCH004,F,30,AVAILABLE,0
SEAT004381,SEC002,MATCH004,G,1,AVAILABLE,0
SEAT004382,SEC002,MATCH004,G,2,AVAILABLE,0
SEAT004383,SEC002,MATCH004,G,3,AVAILABLE,0
SEAT004384,SEC002,MATCH004,G,4,AVAILABLE,0
SEAT004385,SEC002,MATCH004,G,5,AVAILABLE,0
SEAT004386,SEC002,MATCH004,G,6,AVAILABLE,0
SEAT004387,SEC002,MATCH004,G,7,AVAILABLE,0
SEAT004388,SEC002,MATCH004,G,8,AVAILABLE,0
SEAT004389,SEC002,MATCH004,G,9,AVAILABLE,0
SEAT004390,SEC002,MATCH004,G,10,AVAILABLE,0
SEAT004391,SEC002,MATCH004,G,11,AVAILABLE,0
SEAT004392,SEC002,MATCH004,G,12,AVAILABLE,0
SEAT004393,SEC002,MATCH004,G,13,AVAILABLE,0
SEAT004394,SEC002,MATCH004,G,14,AVAILABLE,0
SEAT004395,SEC002,MATCH004,G,15,AVAILABLE,0
SEAT004396,SEC002,MATCH004,G,16,AVAILABLE,0
SEAT004397,SEC002,MATCH004,G,17,AVAILABLE,0
SEAT004398,SEC002,MATCH004,G,18,AVAILABLE,0
SEAT004399,SEC002,MATCH004,G,19,AVAILABLE,0
SEAT004400,SEC002,MATCH004,G,20,AVAILABLE,0
SEAT004401,SEC002,MATCH004,G,21,AVAILABLE,0
SEAT004402,SEC002,MATCH004,G,22,AVAILABLE,0
SEAT004403,SEC002,MATCH004,G,23,AVAILABLE,0
SEAT004404,SEC002,MATCH004,G,24,AVAILABLE,0
SEAT004405,SEC002,MATCH004,G,25,AVAILABLE,0
SEAT004406,SEC002,MATCH004,G,26,AVAILABLE,0
SEAT004407,SEC002,MATCH004,G,27,AVAILABLE,0
SEAT004408,SEC002,MATCH004,G,28,AVAILABLE,0
SEAT004409,SEC002,MATCH004,G,29,AVAILABLE,0
SEAT004410,SEC002,MATCH004,G,30,AVAILABLE,0
SEAT004411,SEC002,MATCH004,H,1,AVAILABLE,0
SEAT004412,SEC002,MATCH004,H,2,AVAILABLE,0
SEAT004413,SEC002,MATCH004,H,3,AVAILABLE,0
SEAT004414,SEC002,MATCH004,H,4,AVAILABLE,0
SEAT004415,SEC002,MATCH004,H,5,AVAILABLE,0
SEAT004416,SEC002,MATCH004,H,6,AVAILABLE,0
SEAT004417,SEC002,MATCH004,H,7,AVAILABLE,0
SEAT004418,SEC002,MATCH004,H,8,AVAILABLE,0
SEAT004419,SEC002,MATCH004,H,9,AVAILABLE,0
SEAT004420,SEC002,MATCH004,H,10,AVAILABLE,0
SEAT004421,SEC002,MATCH004,H,11,AVAILABLE,0
SEAT004422,SEC002,MATCH004,H,12,AVAILABLE,0
SEAT004423,SEC002,MATCH004,H,13,AVAILABLE,0
SEAT004424,SEC002,MATCH004,H,14,AVAILABLE,0
SEAT004425,SEC002,MATCH004,H,15,AVAILABLE,0
SEAT004426,SEC002,MATCH004,H,16,AVAILABLE,0
SEAT004427,SEC002,MATCH004,H,17,AVAILABLE,0
SEAT004428,SEC002,MATCH004,H,18,AVAILABLE,0
SEAT004429,SEC002,MATCH004,H,19,AVAILABLE,0
SEAT004430,SEC002,MATCH004,H,20,AVAILABLE,0
SEAT004431,SEC002,MATCH004,H,21,AVAILABLE,0
SEAT004432,SEC002,MATCH004,H,22,AVAILABLE,0
SEAT004433,SEC002,MATCH004,H,23,AVAILABLE,0
SEAT004434,SEC002,MATCH004,H,24,AVAILABLE,0
SEAT004435,SEC002,MATCH004,H,25,AVAILABLE,0
SEAT004436,SEC002,MATCH004,H,26,AVAILABLE,0
SEAT004437,SEC002,MATCH004,H,27,AVAILABLE,0
SEAT004438,SEC002,MATCH004,H,28,AVAILABLE,0
SEAT004439,SEC002,MATCH004,H,29,AVAILABLE,0
SEAT004440,SEC002,MATCH004,H,30,AVAILABLE,0
SEAT004441,SEC002,MATCH004,I,1,AVAILABLE,0
SEAT004442,SEC002,MATCH004,I,2,AVAILABLE,0
SEAT004443,SEC002,MATCH004,I,3,AVAILABLE,0
SEAT004444,SEC002,MATCH004,I,4,AVAILABLE,0
SEAT004445,SEC002,MATCH004,I,5,AVAILABLE,0
SEAT004446,SEC002,MATCH004,I,6,AVAILABLE,0
SEAT004447,SEC002,MATCH004,I,7,AVAILABLE,0
SEAT004448,SEC002,MATCH004,I,8,AVAILABLE,0
SEAT004449,SEC002,MATCH004,I,9,AVAILABLE,0
SEAT004450,SEC002,MATCH004,I,10,AVAILABLE,0
SEAT004451,SEC002,MATCH004,I,11,AVAILABLE,0
SEAT004452,SEC002,MATCH004,I,12,AVAILABLE,0
SEAT004453,SEC002,MATCH004,I,13,AVAILABLE,0
SEAT004454,SEC002,MATCH004,I,14,AVAILABLE,0
SEAT004455,SEC002,MATCH004,I,15,AVAILABLE,0
SEAT004456,SEC002,MATCH004,I,16,AVAILABLE,0
SEAT004457,SEC002,MATCH004,I,17,AVAILABLE,0
SEAT004458,SEC002,MATCH004,I,18,AVAILABLE,0
SEAT004459,SEC002,MATCH004,I,19,AVAILABLE,0
SEAT004460,SEC002,MATCH004,I,20,AVAILABLE,0
SEAT004461,SEC002,MATCH004,I,21,AVAILABLE,0
SEAT004462,SEC002,MATCH004,I,22,AVAILABLE,0
SEAT004463,SEC002,MATCH004,I,23,AVAILABLE,0
SEAT004464,SEC002,MATCH004,I,24,AVAILABLE,0
SEAT004465,SEC002,MATCH004,I,25,AVAILABLE,0
SEAT004466,SEC002,MATCH004,I,26,AVAILABLE,0
SEAT004467,SEC002,MATCH004,I,27,AVAILABLE,0
SEAT004468,SEC002,MATCH004,I,28,AVAILABLE,0
SEAT004469,SEC002,MATCH004,I,29,AVAILABLE,0
SEAT004470,SEC002,MATCH004,I,30,AVAILABLE,0
SEAT004471,SEC002,MATCH004,J,1,AVAILABLE,0
SEAT004472,SEC002,MATCH004,J,2,AVAILABLE,0
SEAT004473,SEC002,MATCH004,J,3,AVAILABLE,0
SEAT004474,SEC002,MATCH004,J,4,AVAILABLE,0
SEAT004475,SEC002,MATCH004,J,5,AVAILABLE,0
SEAT004476,SEC002,MATCH004,J,6,AVAILABLE,0
SEAT004477,SEC002,MATCH004,J,7,AVAILABLE,0
SEAT004478,SEC002,MATCH004,J,8,AVAILABLE,0
SEAT004479,SEC002,MATCH004,J,9,AVAILABLE,0
SEAT004480,SEC002,MATCH004,J,10,AVAILABLE,0
SEAT004481,SEC002,MATCH004,J,11,AVAILABLE,0
SEAT004482,SEC002,MATCH004,J,12,AVAILABLE,0
SEAT004483,SEC002,MATCH004,J,13,AVAILABLE,0
SEAT004484,SEC002,MATCH004,J,14,AVAILABLE,0
SEAT004485,SEC002,MATCH004,J,15,AVAILABLE,0
SEAT004486,SEC002,MATCH004,J,16,AVAILABLE,0
SEAT004487,SEC002,MATCH004,J,17,AVAILABLE,0
SEAT004488,SEC002,MATCH004,J,18,AVAILABLE,0
SEAT004489,SEC002,MATCH004,J,19,AVAILABLE,0
SEAT004490,SEC002,MATCH004,J,20,AVAILABLE,0
SEAT004491,SEC002,MATCH004,J,21,AVAILABLE,0
SEAT004492,SEC002,MATCH004,J,22,AVAILABLE,0
SEAT004493,SEC002,MATCH004,J,23,AVAILABLE,0
SEAT004494,SEC002,MATCH004,J,24,AVAILABLE,0
SEAT004495,SEC002,MATCH004,J,25,AVAILABLE,0
SEAT004496,SEC002,MATCH004,J,26,AVAILABLE,0
SEAT004497,SEC002,MATCH004,J,27,AVAILABLE,0
SEAT004498,SEC002,MATCH004,J,28,AVAILABLE,0
SEAT004499,SEC002,MATCH004,J,29,AVAILABLE,0
SEAT004500,SEC002,MATCH004,J,30,AVAILABLE,0
SEAT004501,SEC002,MATCH004,K,1,AVAILABLE,0
SEAT004502,SEC002,MATCH004,K,2,AVAILABLE,0
SEAT004503,SEC002,MATCH004,K,3,AVAILABLE,0
SEAT004504,SEC002,MATCH004,K,4,AVAILABLE,0
SEAT004505,SEC002,MATCH004,K,5,AVAILABLE,0
SEAT004506,SEC002,MATCH004,K,6,AVAILABLE,0
SEAT004507,SEC002,MATCH004,K,7,AVAILABLE,0
SEAT004508,SEC002,MATCH004,K,8,AVAILABLE,0
SEAT004509,SEC002,MATCH004,K,9,AVAILABLE,0
SEAT004510,SEC002,MATCH004,K,10,AVAILABLE,0
SEAT004511,SEC002,MATCH004,K,11,AVAILABLE,0
SEAT004512,SEC002,MATCH004,K,12,AVAILABLE,0
SEAT004513,SEC002,MATCH004,K,13,AVAILABLE,0
SEAT004514,SEC002,MATCH004,K,14,AVAILABLE,0
SEAT004515,SEC002,MATCH004,K,15,AVAILABLE,0
SEAT004516,SEC002,MATCH004,K,16,AVAILABLE,0
SEAT004517,SEC002,MATCH004,K,17,AVAILABLE,0
SEAT004518,SEC002,MATCH004,K,18,AVAILABLE,0
SEAT004519,SEC002,MATCH004,K,19,AVAILABLE,0
SEAT004520,SEC002,MATCH004,K,20,AVAILABLE,0
SEAT004521,SEC002,MATCH004,K,21,AVAILABLE,0
SEAT004522,SEC002,MATCH004,K,22,AVAILABLE,0
SEAT004523,SEC002,MATCH004,K,23,AVAILABLE,0
SEAT004524,SEC002,MATCH004,K,24,AVAILABLE,0
SEAT004525,SEC002,MATCH004,K,25,AVAILABLE,0
SEAT004526,SEC002,MATCH004,K,26,AVAILABLE,0
SEAT004527,SEC002,MATCH004,K,27,AVAILABLE,0
SEAT004528,SEC002,MATCH004,K,28,AVAILABLE,0
SEAT004529,SEC002,MATCH004,K,29,AVAILABLE,0
SEAT004530,SEC002,MATCH004,K,30,AVAILABLE,0
SEAT004531,SEC002,MATCH004,L,1,AVAILABLE,0
SEAT004532,SEC002,MATCH004,L,2,AVAILABLE,0
SEAT004533,SEC002,MATCH004,L,3,AVAILABLE,0
SEAT004534,SEC002,MATCH004,L,4,AVAILABLE,0
SEAT004535,SEC002,MATCH004,L,5,AVAILABLE,0
SEAT004536,SEC002,MATCH004,L,6,AVAILABLE,0
SEAT004537,SEC002,MATCH004,L,7,AVAILABLE,0
SEAT004538,SEC002,MATCH004,L,8,AVAILABLE,0
SEAT004539,SEC002,MATCH004,L,9,AVAILABLE,0
SEAT004540,SEC002,MATCH004,L,10,AVAILABLE,0
SEAT004541,SEC002,MATCH004,L,11,AVAILABLE,0
SEAT004542,SEC002,MATCH004,L,12,AVAILABLE,0
SEAT004543,SEC002,MATCH004,L,13,AVAILABLE,0
SEAT004544,SEC002,MATCH004,L,14,AVAILABLE,0
SEAT004545,SEC002,MATCH004,L,15,AVAILABLE,0
SEAT004546,SEC002,MATCH004,L,16,AVAILABLE,0
SEAT004547,SEC002,MATCH004,L,17,AVAILABLE,0
SEAT004548,SEC002,MATCH004,L,18,AVAILABLE,0
SEAT004549,SEC002,MATCH004,L,19,AVAILABLE,0
SEAT004550,SEC002,MATCH004,L,20,AVAILABLE,0
SEAT004551,SEC002,MATCH004,L,21,AVAILABLE,0
SEAT004552,SEC002,MATCH004,L,22,AVAILABLE,0
SEAT004553,SEC002,MATCH004,L,23,AVAILABLE,0
SEAT004554,SEC002,MATCH004,L,24,AVAILABLE,0
SEAT004555,SEC002,MATCH004,L,25,AVAILABLE,0
SEAT004556,SEC002,MATCH004,L,26,AVAILABLE,0
SEAT004557,SEC002,MATCH004,L,27,AVAILABLE,0
SEAT004558,SEC002,MATCH004,L,28,AVAILABLE,0
SEAT004559,SEC002,MATCH004,L,29,AVAILABLE,0
SEAT004560,SEC002,MATCH004,L,30,AVAILABLE,0
SEAT004561,SEC002,MATCH004,M,1,AVAILABLE,0
SEAT004562,SEC002,MATCH004,M,2,AVAILABLE,0
SEAT004563,SEC002,MATCH004,M,3,AVAILABLE,0
SEAT004564,SEC002,MATCH004,M,4,AVAILABLE,0
SEAT004565,SEC002,MATCH004,M,5,AVAILABLE,0
SEAT004566,SEC002,MATCH004,M,6,AVAILABLE,0
SEAT004567,SEC002,MATCH004,M,7,AVAILABLE,0
SEAT004568,SEC002,MATCH004,M,8,AVAILABLE,0
SEAT004569,SEC002,MATCH004,M,9,AVAILABLE,0
SEAT004570,SEC002,MATCH004,M,10,AVAILABLE,0
SEAT004571,SEC002,MATCH004,M,11,AVAILABLE,0
SEAT004572,SEC002,MATCH004,M,12,AVAILABLE,0
SEAT004573,SEC002,MATCH004,M,13,AVAILABLE,0
SEAT004574,SEC002,MATCH004,M,14,AVAILABLE,0
SEAT004575,SEC002,MATCH004,M,15,AVAILABLE,0
SEAT004576,SEC002,MATCH004,M,16,AVAILABLE,0
SEAT004577,SEC002,MATCH004,M,17,AVAILABLE,0
SEAT004578,SEC002,MATCH004,M,18,AVAILABLE,0
SEAT004579,SEC002,MATCH004,M,19,AVAILABLE,0
SEAT004580,SEC002,MATCH004,M,20,AVAILABLE,0
SEAT004581,SEC002,MATCH004,M,21,AVAILABLE,0
SEAT004582,SEC002,MATCH004,M,22,AVAILABLE,0
SEAT004583,SEC002,MATCH004,M,23,AVAILABLE,0
SEAT004584,SEC002,MATCH004,M,24,AVAILABLE,0
SEAT004585,SEC002,MATCH004,M,25,AVAILABLE,0
SEAT004586,SEC002,MATCH004,M,26,AVAILABLE,0
SEAT004587,SEC002,MATCH004,M,27,AVAILABLE,0
SEAT004588,SEC002,MATCH004,M,28,AVAILABLE,0
SEAT004589,SEC002,MATCH004,M,29,AVAILABLE,0
SEAT004590,SEC002,MATCH004,M,30,AVAILABLE,0
SEAT004591,SEC002,MATCH004,N,1,AVAILABLE,0
SEAT004592,SEC002,MATCH004,N,2,AVAILABLE,0
SEAT004593,SEC002,MATCH004,N,3,AVAILABLE,0
SEAT004594,SEC002,MATCH004,N,4,AVAILABLE,0
SEAT004595,SEC002,MATCH004,N,5,AVAILABLE,0
SEAT004596,SEC002,MATCH004,N,6,AVAILABLE,0
SEAT004597,SEC002,MATCH004,N,7,AVAILABLE,0
SEAT004598,SEC002,MATCH004,N,8,AVAILABLE,0
SEAT004599,SEC002,MATCH004,N,9,AVAILABLE,0
SEAT004600,SEC002,MATCH004,N,10,AVAILABLE,0
SEAT004601,SEC002,MATCH004,N,11,AVAILABLE,0
SEAT004602,SEC002,MATCH004,N,12,AVAILABLE,0
SEAT004603,SEC002,MATCH004,N,13,AVAILABLE,0
SEAT004604,SEC002,MATCH004,N,14,AVAILABLE,0
SEAT004605,SEC002,MATCH004,N,15,AVAILABLE,0
SEAT004606,SEC002,MATCH004,N,16,AVAILABLE,0
SEAT004607,SEC002,MATCH004,N,17,AVAILABLE,0
SEAT004608,SEC002,MATCH004,N,18,AVAILABLE,0
SEAT004609,SEC002,MATCH004,N,19,AVAILABLE,0
SEAT004610,SEC002,MATCH004,N,20,AVAILABLE,0
